"Sex"	"Item Name"	"Area"	"date"	"value type"	"value"	"flag"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"February 2019"	"number"	5	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"March 2019"	"number"	5	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"April 2019"	"number"	4	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"May 2019"	"number"	6	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"June 2019"	"number"	5	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"July 2019"	"number"	5	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"August 2019"	"number"	4	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"September 2019"	"number"	5	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"October 2019"	"number"	3	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"November 2019"	"number"	3	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"December 2019"	"number"	4	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"January 2020"	"number"	4	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"February 2020"	"number"	7	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"March 2020"	"number"	6	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"April 2020"	"number"	9	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"May 2020"	"number"	8	""
"Total"	"Total claimants"	"ps:AB43 8 - Fraserburgh"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2017"	"number"	121	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2017"	"number"	120	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2017"	"number"	140	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2017"	"number"	120	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2017"	"number"	107	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"June 2017"	"number"	98	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"July 2017"	"number"	99	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"August 2017"	"number"	99	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"September 2017"	"number"	79	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"October 2017"	"number"	76	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"November 2017"	"number"	73	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"December 2017"	"number"	85	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2018"	"number"	89	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2018"	"number"	95	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2018"	"number"	96	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2018"	"number"	91	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2018"	"number"	90	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"June 2018"	"number"	97	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"July 2018"	"number"	87	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"August 2018"	"number"	69	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"September 2018"	"number"	49	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"October 2018"	"number"	45	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"November 2018"	"number"	33	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"December 2018"	"number"	30	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2019"	"number"	30	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2019"	"number"	20	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2019"	"number"	21	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2019"	"number"	19	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2019"	"number"	19	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"June 2019"	"number"	15	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"July 2019"	"number"	14	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"August 2019"	"number"	9	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"September 2019"	"number"	6	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"October 2019"	"number"	7	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"November 2019"	"number"	10	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"December 2019"	"number"	9	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2020"	"number"	8	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2020"	"number"	7	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2020"	"number"	11	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2020"	"number"	28	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2020"	"number"	30	""
"Total"	"Total claimants"	"ps:AB43 9 - Fraserburgh"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"September 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"October 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"November 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"December 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"June 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"July 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"August 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"September 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"December 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 5 - Huntly"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"June 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"June 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"July 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"July 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"August 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"August 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"September 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"September 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"October 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"October 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"November 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"November 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"December 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"December 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"June 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"June 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"July 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"July 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"August 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"August 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"September 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"September 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"October 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"October 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"November 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"November 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"December 2018"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"December 2018"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"June 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"June 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"July 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"July 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"August 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"August 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"September 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"September 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"October 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"October 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"November 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"November 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"December 2019"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"December 2019"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"January 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"February 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"March 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"April 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2020"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 5 6 - Huntly"	"May 2020"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 3 1 - Montrose"	"January 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 3 1 - Montrose"	"January 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 3 1 - Montrose"	"February 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 3 1 - Montrose"	"February 2017"	"rate"		"-"
"Total"	"Total claimants"	"ps:AB 3 1 - Montrose"	"March 2017"	"number"	#	""
"Total"	"Total claimants"	"ps:AB 3 1 - Montrose"	"March 2017"	"rate"		"-"
